,ID,OPSHEET ID,SITE NO,SITE,DATE,MUNICIPALITY,BUS PRIORITY
1097,1098,4230_image023.gif,4230.0,"WILLIAMSTOWN
  ROAD/FRANCIS STREET",2010-07-26 00:00:00,MARIBYRNONG,"Detector 15, Clear demands for B@ and G@ from detector 15 during SG5 green and yellow., Detectors 5, 16-18 (Bus Operation), fl, Detectors 16 & 17 -if detector 16 is activated prior to detector 17 and detector 16 remains on during|, the period between detector 16 being activated and detector 17 being activated, and detector 17 ig, oceupied for the duration of the presence time, then set Flag X and set MSS1, When Flag X is set, place non-locking calls for F1@ and extends F10., Detectors 5 & 18 if detector 18is activated prior to detector 5 and detector 18 remain on during the|, period between detector 18 being activated and detector 5 being activated, and detector Sis ocenpie, for the duration of the presence time, then clear Flag X, cancelling the calls for F1@, place non, locking calls for F2@ and set MSS2, IE detector 16 and/or 17 is continuously ON, Flag X is not reset until detector 16 and/or 17 changes, state from OFF to ON., If detector 5 and/or 18 is continuously ON, F2@ will not be recalled via detectors 5 and 18 until, detector 5 and/or 18 changes state from OFF to ON., ‘When XSF10 is set, FO will only be allowed to run if there is a demand for G@. XSF10 will be set], when the bus lane is operational, Timer status for the bus calls can be monitored by observing the LED display on the front panel aj, follows, Controller Key Command Led Position & Timer Nos., 00000000, Eclipse A128 4321, PSC2000 AEO128 1234, Bus calls are cancelled and timers reset if the timers have been expired for more than one cycle., To monitor XSF and MSS flags on the front panel, key in, Eclipse PSC2000  SCATS, XSF flags AD8 AEOOD8 MHID8, ‘MSS flags ADA AEQUDA MHIDA, Bus leaving detector 5 sets MSS3."
1098,1099,4233_image032.png,4233.0,BUCKLEY STREET/NICHOLSON STREET,2017-12-05 00:00:00,MARIBYRNONG,"SG4is a 2- aspect Wis) ) partially-controlled turn, SG5is a1-aspect(R pa rtially-controlled turn, SG6is a 3-aspect (R/Y/W) ) bus rightturn, SGQYis a 2-aspect WK Vresiaelay for over height vehicles, SG10is a 2-aspect ) display for over héight vehicles, Relay Output 1 TPuWSIeOn) drives LED NLT sign"
1099,1100,4233_image145.png,4233.0,BUCKLEY STREET/NICHOLSON STREET,2017-12-05 00:00:00,MARIBYRNONG,"* Conditional on bus demand., # Conditional on XSF4"
1100,1101,4233_image176.png,4233.0,BUCKLEY STREET/NICHOLSON STREET,2017-12-05 00:00:00,MARIBYRNONG,BUS
1101,1102,4236_image101.png,4236.0,HOPKINS STREET/WHITEHALL STREET,2014-01-29 00:00:00,MARIBYRNONG,"DETECTORS 11-16 ARE, PEDESTRIAN PUSH, BUTTONS., DETECTOR 18 1S A BUS"
1102,1103,4238_image018.gif,4238.0,"BARKLY ST /
  DROOP ST / HOPKINS ST",2008-03-06 00:00:00,MARIBYRNONG,"IW, wpa), “, BUS"
1103,1104,4238_image025.gif,4238.0,"BARKLY ST /
  DROOP ST / HOPKINS ST",2008-03-06 00:00:00,MARIBYRNONG,"GENERAL NOTES, SUMMARY OF XSF FLAGS, (Communications Operation of XSF flags is required), ‘SE1 - Transfer of Demand from Hopkins / Leeds (4247) (On line), ‘SE2_- Transfer of Demand from Droop / Donald (2515) (On line), ‘SF 10 - Places permanent demand for P1 in AG (Master & Flex), SF11- Allows the late introduction of P1 in AG (Master), ‘SF15 - Tram calls are cancelled and Timers reset after 1 cycle, ‘SF16 - Tram calls are cancelled and Timers reset after 3 cycles, GENERAL OPERATION, IEin AG clear demands for D@ & GO., IEin BO clear demands for DO & GO, Tin C@ clear demands for BO & G10., Ifin D@ clear demands for B@, CO & G1B., IEin E@ clear demands for BG & DO., Tin FO clear demands for BG & DO, Tein B@ place a locking call for CO:, Use BY special all red if going BYC@ or CODO., b. Use C@ Special All Red if going CO > A@ or DG > AD, 10, Expire C@ late start if going A@—>C@ with no bus on detector 5 or BOC:, 11, Expire CO minimum green if going BLOC., SOA RB WN, SIGNAL GROUP OPERATION, Signal Group 4, 1. Late start SG4 in CO if going AG—>CO with a bus on detector 5, Signal Group 6, 1. SG6 only runs in G10 if demanded by detector 12, Signal Group 7, 1. SG7 introduces at the start of C@ late start if going A@—C@ with a bus on detector 5, 2. SG7 is terminated at the end of C@ late start (no yellow period), PEDESTRIAN GROUP OPERATION, Pedestrian 1, P1is anon SCATS ped., P1 walks for green in FO, G@, A@, BO and CO., P1 walk terminates at the start of A@ intergreen if going A@ > D@ or EG., P1 walk terminates at the start of C@ intergreen if going CO DG or EW."
1104,1105,4238_image026.gif,4238.0,"BARKLY ST /
  DROOP ST / HOPKINS ST",2008-03-06 00:00:00,MARIBYRNONG,"Pedestrian 2, P2 calls FO,, P2 can introduce at the start of FO,, Late start P2 in FO if going AG > FO, COFW or DOF., Pedestrian 3, P3 calls FO,, B3 calls P2,, P3 can introduce at the start of FO,, DETECTOR OPERATION, General, Clear vehicle demands during associated phase green and yellow., Detectors 5, 8 (Bus Operatian), 1. Detectors 5 & 8 “if detector 8 is activated prior to detector 5 and detector 8 remain on during the period, between detector & being activated and detector Sbeing activated, and detector 5 is occupied for the, duration of the presence time, place non-locking calls for B10, CO and G20 and set MSS5, 2. If detector 5 and/or 8 is ON continuously, B1@ and G2@ will not be recalled via detectors 5 and 8 until, detector 5 and/or 8 changes state from OFF to ON,"
1105,1106,4246_image068.gif,4246.0,BARKLY STREET NR VICTORIA STREET,2015-06-19 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1106,1107,4253_image069.gif,4253.0,BARKLY STREET NR ARGYLE STREET,2015-12-10 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, ® High - for Pedestrian priority"
1107,1108,4259_image088.gif,4259.0,BARKLEY STREET NR CLARKE STREET,2015-12-14 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1108,1109,4287_image090.gif,4287.0,TOORONGA ROAD NR CAMPBELL GROVE,2015-01-21 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1109,1110,4289_image124.gif,4289.0,BURWOOD ROAD NR YARRA STREET,2015-10-01 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, | High - for Pedestrian priority"
1110,1111,4310_image077.gif,4310.0,KEILOR ROAD NR MATTHEWS AVENUE,2014-11-20 00:00:00,MOONEE VALLEY,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1111,1112,4318_image069.gif,4318.0,"MATTHEWS AVENUE 
  NR EARL STREET",2018-06-22 00:00:00,MOONEE VALLEY,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1112,1113,4320_image097.png,4320.0,HIGH STREET NR PARK HILL ROAD,2017-02-09 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1113,1114,4321_image035.png,4321.0,HIGH STREET / HARP ROAD / VALERIE STREET,2016-12-15 00:00:00,BOROONDARA,"SG4is a 3-aspect (R/Y/G) parttime full controlled right, turn, (conditional red), SG5is a 3-aspect (R/Y/W) Tram lantern, SG6is a 1-aspect(W) Tram lantern, SG7is a 1-aspect(W) Bus lantern, SG12is a 2-aspect(Y/G) partially controlled left turn"
1114,1115,4321_image053.png,4321.0,HIGH STREET / HARP ROAD / VALERIE STREET,2016-12-15 00:00:00,BOROONDARA,"Detectors 9 and 10 are Bus loops, Detectors 13, 14 & 16 are Tram loops, Detectors 17 to 20 are pedestrain push buttons, Detectors 21 to 26 are pedestrian clearance zone detectors"
1115,1116,4321_image221.png,4321.0,HIGH STREET / HARP ROAD / VALERIE STREET,2016-12-15 00:00:00,BOROONDARA,BUS
1116,1117,4321_image243.png,4321.0,HIGH STREET / HARP ROAD / VALERIE STREET,2016-12-15 00:00:00,BOROONDARA,BUS
1117,1118,4321_image265.png,4321.0,HIGH STREET / HARP ROAD / VALERIE STREET,2016-12-15 00:00:00,BOROONDARA,BUS
1118,1119,4321_image303.png,4321.0,HIGH STREET / HARP ROAD / VALERIE STREET,2016-12-15 00:00:00,BOROONDARA,BUS
1119,1120,4334_image166.png,4334.0,HIGH STREET NR COTHAM ROAD,2017-02-09 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Conaestion treatment, ® High - for Pedestrian priority"
1120,1121,4336_image102.png,4336.0,HIGH STREET NR BELFORD ROAD,2017-02-10 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1121,1122,4352_image102.gif,4352.0,MALVERN ROAD NR BELMONT AVENUE,2015-03-02 00:00:00,STONNINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1122,1123,4358_image099.gif,4358.0,HIGH STREET NR NORTHBROOK AVENUE,2015-03-17 00:00:00,STONNINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1123,1124,4359_image105.gif,4359.0,HIGH STREET NR PARK STREET,2015-03-17 00:00:00,STONNINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1124,1125,4369_image013.png,4369.0,BURKE ROAD / CARROLL CRESCENT / WILLS STREET,2016-02-08 00:00:00,STONNINGTON,"Detectors 11-14 are pedestrian push, buttons, Detectors 7-8 are tram detectors, Detectors 9-10 are bus detectors, Detectors 15-18 are vehicle loops for trams"
1125,1126,4408_image028.png,4408.0,LYGON STREET/ELGIN STREET,2015-06-01 00:00:00,MELBOURNE,"SG5is a 2-aspect (Y/G) partially controlled right turn, SG6is a 1-aspect (white) Bus display, SG6"" is a 2-aspect (Y/G) partially controlled left turn, SG7is a 1-aspect (white) tram display, SG8 is a 3-aspect (R/Y/W) Tram display, SG13 is a 3-aspect (R/Y/G) partially controlled right, turn, SG14is a 2-aspect (Y/G) partially controlled left turn"
1126,1127,4408_image110.png,4408.0,LYGON STREET/ELGIN STREET,2015-06-01 00:00:00,MELBOURNE,Bus
1127,1128,4408_image188.png,4408.0,LYGON STREET/ELGIN STREET,2015-06-01 00:00:00,MELBOURNE,BUS
1128,1129,4408_image209.png,4408.0,LYGON STREET/ELGIN STREET,2015-06-01 00:00:00,MELBOURNE,BUS
1129,1130,4417_image068.png,4417.0,RATHDOWNE STREET NR NEILL STREET,2016-08-03 00:00:00,MELBOURNE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1130,1131,4418_image093.png,4418.0,RATHDOWNE STREET NR PRINCES STREET,2016-08-04 00:00:00,MELBOURNE,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1131,1132,4420_image126.gif,4420.0,NICHOLSON STREET NR BELL STREET,2015-06-23 00:00:00,MELBOURNE,"© Standard - for Tram/Bus or Congestion treatment, | High - for Pedestrian priority"
1132,1133,4435_image150.png,4435.0,FOOTSCRAY RD/ WESTERN LINK/ PEARL RIVER RD,2014-12-10 00:00:00,MELBOURNE,"Dets 15-16 are vehicle detectors for truck exit, Dets 20-21 are bus detectors, Dets 22-0 are pedestrian push buttons"
1133,1134,4435_image303.png,4435.0,FOOTSCRAY RD/ WESTERN LINK/ PEARL RIVER RD,2014-12-10 00:00:00,MELBOURNE,BUS EXT
1134,1135,4435_image342.gif,4435.0,FOOTSCRAY RD/ WESTERN LINK/ PEARL RIVER RD,2014-12-10 00:00:00,MELBOURNE,"BUS PRIORITY OPERATION, DET. NO FUNCTION, 2 - Starts Timer 1 (Special Purpose Timesetting No. 13), - Timer 1 expired: places calls C26 & D2@ and extends D@. Places call for, CiG if there is a demand for SG3., - Starts Timer 2 (Special Purpose Timesetting No. 14), - Timer 2 expired: places call for EB, extends EB., 2 - When first activated: resets Timer 1. & Timer 2 cancelling the calls and, extension for CB, DB & ED., Notes:, 1. When an advance bus detedr fails {i.e has a detector alarm) it will be disable., 2. When a stop line bus detector fais, both it and the assodated advance detector will be disabled., 3. If avalue of a delay time is set very high (e.9 200s) the bus will reach the stnp line loop well, before the delay time expires, and thus phase calls from the advance detector will be effectively, inhibited., 4. If detector 21 is on continuously, CB and EG will not be recalled until detector 21 changes from, OFF to ON., 5. If detector 20 is on continuously, Timer! is not reset until detector 20 changes from OFF to ON., 6. When XSF7 is set, inhibit detector 20 from calling and extending CB, DG and EB., 7. Timer status can be monitor by observing the LED display on the front panel as follows:, Controller Type Key Command it/LED Position & Timer no., QTC/ Edipse/_ 7 (Diag) > 1 (Mem) > 128 4321, ATSC4/ Alpha 16, Psc2000 A.EO128 1234, SCATS Access Page 1, Offset 28 (Hex) 1234, 8. Bus calls are cancelled and timers reset if the timers have been expired for more than one cyde., 9. Bus leaving detector 21 sets MSS1., 10. To monitor XSF and MSS flags on the front panel key in:, Flag Type, Controller Type, XSF Mss, OL Favs 7 (Diag) > 1 (Mem) > DB 7 (Diag) > 1 (Hem) > DA, XsFI-2 = Agous = MSS7-9 —AEOODA, Psi oo XSF9-16 A.E00D9 MSS9-16 A.E00DB"
1135,1136,5039_image009.png,5039.0,GHERINGHAP ST/MERCER ST/MALOP ST,2018-04-30 00:00:00,GREATER GEELONG,"REFERENCE CORNER, a, SG6 & SG7 are 3-aspect (R/Y/G) fully controlled, turns, SG8 is a 3-aspect (R/Y/G) partially controlled turn, (conditional red)., SGQis a 2-aspect (Y/G) partially controlled turn., SG10is a 3-aspect (R/Y/W) bus display., P8WS drives an LED GWTP sign during P1 walk, and clearance., $G11 and SG12 for future use."
1136,1137,5039_image114.png,5039.0,GHERINGHAP ST/MERCER ST/MALOP ST,2018-04-30 00:00:00,GREATER GEELONG,"-7 Rk 1, P4(16) -— 7%, - 6, “ee P2c14)\ Oo SG6 8 SG7 are 3-aspect (R/YIG) fully controlled, tums, \, SGBis a 3-aspect (R/V/G) partially controlled turn, (conditional red)., SGQis a 2-aspect (V/G) partially controlled turn,, SG10is a 3-aspect (R/V/W)bus display., P8WS drives an LED GWTP sign during P1 walk, and clearance., SG11 and SG12 for future use."
1137,1138,5061_image070.gif,5061.0,HIGH STREET NR ROSLYN ROAD,2014-05-01 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1138,1139,5082_image087.png,5082.0,MALOP STREET NR YARRA STREET,2017-07-14 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1139,1140,5118_image111.png,5118.0,RYRIE STREET NR UNION STREET,2017-07-11 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1140,1141,5125_image131.png,5125.0,MALOP STREET NR CLARE STREET,2017-08-25 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1141,1142,5140_image071.gif,5140.0,BELLARINE HIGHWAY NR POINT LONSDALE ROAD,2014-06-20 00:00:00,QUEENSCLIFFE,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1142,1143,5153_image094.gif,5153.0,GEELONG-PORTARLINGTON RD NR HERMSLEY RD,2014-07-04 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, ® High - for Pedestrian priority"
1143,1144,5154_image014.gif,5154.0,"PHW/SWINBURNE
  STREET",2009-05-06 00:00:00,GREATER GEELONG,"BUS, Aik, BUS"
1144,1145,5177_image011.png,5177.0,PRINCES HIGHWAY / AIRFIELD ROAD,2016-04-27 00:00:00,LATROBE,"Note:, - SG4 is a 3-aspect (R/Y/G) fully-controlled rightturn, - SG5 is 3-aspect (R/Y/G) fully-controlled U-turn, - SG6 & SG7 are 2-aspect (Y/G) partially-controlled leftturn, - SG10is a 1-aspect (W)'B' BUS display, * Special Output 1 / P7 Wait State drives, Advance Warning Sign, “* Special Output 2 / P8 Wait State drives, LED GWTP signs, “Special Output 3 / P6 Wait State drives, Advance Warning Sign"
1145,1146,5177_image159.gif,5177.0,PRINCES HIGHWAY / AIRFIELD ROAD,2016-04-27 00:00:00,LATROBE,"GENERAL NOTES:, SUMMARY OF XSF FLAGS, (Communications Operation of XSF flags is required), ° xSF2 Inhibit Detector 10 from calling Pedestrian 2, ° XSF3 Inhibit Detector 13 from calling Pedestrian 1, © xXSF4 Allow P1 to only call CB and operate in CB, ° XSF5 Inhibit Detectors 14 & 15 from calling SG10 in DG and AS, FLAGS, * MSS1 - Set for the duration of (Bus Display} SG10 green, GENERAL OPERATION, © Expire DS ECO when going from DB+Ag, Expire BS ECO when going from BB-AG, © If going D9+CP or DB—BF, substitute AG Yellow for DG Yellow, If going B9—Ag, substitute DG Yellow for BD Yelow, * Use AS Special All Red when going from ABC or ADB, Use CB Special All Red when going CB to BS:, © If in A and there is a demand for C@ from detector 9 of P2, then dear demand for DS, from detector 8 and/or P1. {Also refer notes on detedor 8 and Pedestrian 1 below}, * Expire Ag late start periad if there is no demand for SG10 at the start of AB,, Expire D@ late start period if there is no demand for SG10 at the start of D9, |GHAL GROUP OPERATION, nas GROUP 10 and SIGNAL GROUP 1, SG10 is a 1-asped: {W) Bus 'B’ display., © SG10 is demanded by detector 14 and detector 15 (Refer Detector Operation)., © SG10 will introduce at the start of AG late start or at the start of DG late startif, demanded., * SG10 will be green for the duration of the late start periad in AB., 'SG110 will be green for the duration of the late start periad in DS., SG1 introduces at the end of AG late start and Dg late start period after the termination of, S610., * If SG10 is not demanded, then expire both AG late start and DG late start periods., * lear demand for SG10 during SG1 green and yellow, PEDESTRIAN GROUP OPERATION, Pedestrians 1 %& 2, Refer to Page 4/4, 4/5 for details of operation of Pedestrians 1 & 2 and"
1146,1147,5223_image078.png,5223.0,SHANNON AVENUE NR CATHERINE STREET,2018-01-15 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1147,1148,5281_image031.png,5281.0,DERRIMUT RD / SYCAMORE ST / VIRGILIA DR,2013-12-27 00:00:00,WYNDHAM,"P1(16) is a combined bike/pedestrian movement., SG8, SG9 & SG10 are 3-aspect (R/Y/G) fully-controlled right turns., $G11 is a 3-aspect (R/Y/G) partially controlled right turn (conditional red)., SG15is a 1-aspect (W) bus display., SG9*, SG11*, SG12, SG13 & SG14 are 2-aspect (Y/G) partially-controlled left turns."
1148,1149,5281_image232.png,5281.0,DERRIMUT RD / SYCAMORE ST / VIRGILIA DR,2013-12-27 00:00:00,WYNDHAM,BUS
1149,1150,5349_image068.gif,5349.0,JETTY ROAD NR RAILWAY CRESCENT,2014-09-25 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1150,1151,5362_image090.png,5362.0,MELALUKA ROAD NR LEOPOLD PLAZA,2016-09-16 00:00:00,GREATER GEELONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1151,1152,5365_image079.png,5365.0,GREAT OCEAN ROAD NR CAMP ROAD,2016-10-25 00:00:00,SURF COAST,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1152,1153,5402_image076.gif,5402.0,BROADFORD-KILMORE ROAD NR PINNIGER STREET,2014-04-28 00:00:00,MITCHELL,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1153,1154,5655_image097.gif,5655.0,PRINCES HIGHWAY EAST NR SERVICE STREET,2015-06-30 00:00:00,EAST GIPPSLAND,"© Standard - for Tram/Bus or Congestion treatment, > High - for Pedestrian priority"
1154,1155,5799_image085.png,5799.0,GISBORNE ROAD NR LERDERDERG STREET,2016-12-23 00:00:00,MOORABOOL,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1155,1156,5800_image085.png,5800.0,BACCHUS MARSH-GISBORNE ROAD NR MAIN STREET,2016-12-28 00:00:00,MOORABOOL,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1156,1157,5812_image105.png,5812.0,CURTIS STREET/ PEEL STREET,2016-02-11 00:00:00,BALLARAT,"BUS, LANE"
1157,1158,5813_image065.gif,5813.0,CURTIS STREET NR GRENVILLE STREET,2016-02-10 00:00:00,BALLARAT,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1158,1159,5831_image092.gif,5831.0,GRANT STREET NR PILMER STREET,2016-01-05 00:00:00,MOORABOOL,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1159,1160,5846_image104.png,5846.0,WARRENHEIP STREET NR FOREST STREET,2017-01-06 00:00:00,BALLARAT,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1160,1161,5850_image110.png,5850.0,GILLIES STREET NR CARLTON STREET,2017-05-24 00:00:00,BALLARAT,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1161,1162,5997_image081.gif,5997.0,MELBOURNE-LANCEFIELD ROAD NR REAGAN DRIVE,2015-12-14 00:00:00,MACEDON RANGES,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1162,1163,6016_image120.png,6016.0,MIDLAND HIGHWAY NR CLARKE STREET,2018-04-24 00:00:00,BENALLA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1163,1164,6025_image076.gif,6025.0,MCIVOR HIGHWAY NR MURPHY STREET,2011-11-03 00:00:00,GREATER BENDIGO,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1164,1165,6087_image094.png,6087.0,GOULBURN VALLEY HIGHWAY NR FRASER STREET,2018-05-29 00:00:00,GREATER SHEPPARTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1165,1166,6090_image152.png,6090.0,GOULBURN VALLEY HIGHWAY NR GUTHRIE STREET,2018-04-24 00:00:00,GREATER SHEPPARTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1166,1167,6100_image094.png,6100.0,BROADWAY STREET NR O'DWYER AVENUE,2018-04-24 00:00:00,MOIRA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1167,1168,6143_image079.png,6143.0,MELROSE DRIVE NR LAWRENCE STREET,2018-03-28 00:00:00,WODONGA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1168,1169,6144_image156.png,6144.0,"MELROSE DRIVE 
  NR BROCKLEY STREET",2018-04-03 00:00:00,WODONGA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1169,1170,6219_image076.gif,6219.0,NORTHERN HIGHWAY NR CARDWELL STREET,2015-08-21 00:00:00,GREATER BENDIGO,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1170,1171,6221_image099.png,6221.0,MIDLAND HIGHWAY NR BURGOYNE STREET,2016-08-02 00:00:00,GREATER BENDIGO,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1171,1172,6310_image080.gif,6310.0,CAMPBELL STREET NR MCCRAE STREET,2014-12-24 00:00:00,SWAN HILL,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1172,1173,6335_image120.png,6335.0,ECHUCA-MOOROOPNA ROAD NR CARR CRESCENT,2018-04-24 00:00:00,GREATER SHEPPARTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1173,1174,6405_image091.png,6405.0,WESTERN HIGHWAY NR ROBERTS AVENUE,2018-03-13 00:00:00,HORSHAM,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1174,1175,6414_image121.png,6414.0,STURT HWY (DEAKIN AVE) NR CALDER HWY,2017-11-13 00:00:00,MILDURA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1175,1176,6610_image245.png,6610.0,"PRINCES WAY 
  NR SCHOOL ROAD",2018-06-12 00:00:00,BAW BAW,"@ Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1176,1177,6615_image133.gif,6615.0,DROUIN-WARRIGAL ROAD NR LATROBE STREET,2016-01-29 00:00:00,BAW BAW,"© Standard - for Tram/Bus or Congestion treatment, > High - for Pedestrian priority"
1177,1178,6676_image153.gif,6676.0,PRINCESS HIGHWAY EAST (TYERS ST) NR HOBSON STREET,2017-12-18 00:00:00,WELLINGTON,"© Standard - for Tram/Bus or Congestion treatment, | High - for Pedestrian priority"
1178,1179,6676_image172.png,6676.0,PRINCESS HIGHWAY EAST (TYERS ST) NR HOBSON STREET,2017-12-18 00:00:00,WELLINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1179,1180,6811_image079.png,6811.0,LIEBIG STREET NR LAVA STREET,2017-04-13 00:00:00,WARRNAMBOOL,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1180,1181,6816_image082.gif,6816.0,PERTOBE ROAD NR PARK ENTRANCE,2016-08-08 00:00:00,WARRNAMBOOL,"‘Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
1181,1182,6826_image082.gif,6826.0,HENTY HIGHWAY NR FAWTHROP STREET,2014-06-27 00:00:00,GLENELG,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
1182,1183,6830_image069.gif,6830.0,MERRI STREET NR KEPLER STREET,2016-08-08 00:00:00,WARRNAMBOOL,"‘Standard -for Tram/Bus or Congestiontreatment, © High -for Pedestrian priority"
1183,1184,7254_image010.gif,7254.0,"MOUNTAIN
  HIGHWAY NR INVERNESS AVENUE",2008-02-13 00:00:00,KNOX,"Notes:, 1, SG1, SG2 & SG3 ate Dummy Signal Groups, 2. WS7 & WSB drive Bus Turing Ahead’ Warning Signs."
1184,1185,7080.tif,7080.0,RACECOURSE RD,21/04/97,MOONEE VALLEY,"['RACECOURSE ROA / BUS ACCESS 28 APR 9?~ 1 BUS LEFT TURN: Zesrect : ISADVANCE BUS DETECION SELECTIVE BUS LOOP. PED A PUSH BUTIONS.INTERSECTION RACECOURSE RD / / BUS ACCESS wo 7080Bus ACCESS AT DEGBNEYS PARK.BUS PRIORITY OPERATION,A bus activating detector 7 starts Timer No 1 (Special Purpose Timesetting No 9).1. When the advance bus detector fails (ie; has a detector alarm) it will be disabled.2. When the stopline bus detector fails the advance detector will be disabled and the3. The bus call is cancelled and Timer No 1 is reset if it has been expired for more than6 BUS ON DETECTOR 8 832 ) Dd2 bTIMER 4: DET Tf BuS TRANSFER OF DEMAND TIMER,PTS 1-O (Gererce Aas addok eo buses orlering VeBI 6 VP3= 3 EAST@OUND BUSES']"
1185,1186,1059.pdf,1059,PEEL ST/WILLIAM ST/FRANKLIN ST,10/11/22,MELBOURNE,"['SG11 is a single aspect (W) bus display.', '* Conditional on Bus demand. ', '17 I9 Bus detector \uf050 0 \uf050 \uf050', '18 I10 C2 \uf050 Bus detector \uf050 0 \uf050 \uf050', '16. Expire AØ late start if there is no bus on detector 18 at the start of AØ.  ', '2. Late start SG2 in AØ if going DØ →AØ, or B Ø→AØ with a bus on detector 18.  ', '1. SG11 introduces at the start of EØ if there is a bus on detector 18.  ', '2. SG11 introduces at the start of AØ if going DØ →AØ, or B Ø→AØ with a bus on detector 18.  ', 'Detectors 17- 18 (Bus Operation)  ']"
